8 | 8 | WU4911 | AEYX Running | 275
23048 | 23378 | FU4748 | AEYX Running | 109
23055 | 23529 | YS3084 | HENQ Running | 253
23065 | 23305 | HO6322 | OTHL Running | 157
23066 | 23066 | YB4870 | LZY Waiting | 84
23067 | 23067 | VU8899 | LIW Running | 238
23072 | 23343 | PP4630 | SKHG Running | 74
23073 | 23073 | BK7385 | KJK Waiting | 486
23073 | 23335 | UH2381 | OTHL Running | 77
23075 | 23075 | IY5923 | KGZ Waiting | 187
23078 | 23408 | GS3982 | AEYX Running | 16
23094 | 23094 | EY9982 | UQL Waiting | 434
23095 | 23365 | GN2723 | OTHL Running | 24
23097 | 23559 | BI8641 | HENQ Running | 10
23100 | 23284 | RS1536 | VGQ Running | 197
23102 | 23373 | CE1485 | SKHG Running | 38
23108 | 23424 | OT8008 | AEYX Running | 420
23117 | 23117 | QF5776 | AJN Running | 101
23125 | 23389 | KG1408 | OTHL Running | 251
23127 | 23569 | JB1993 | HENQ Running | 250
23129 | 23349 | KJ5751 | FXZ Running | 227
23138 | 23138 | LJ8105 | MDY Waiting | 370
23138 | 23454 | WU4911 | AEYX Running | 177
23146 | 24291 | XZ1011 | TYV Running | 456
23150 | 23150 | YB4870 | LZY Running | 121
23155 | 23419 | PH3168 | OTHL Running | 97
23156 | 23247 | XT7284 | ION Running | 373
23159 | 23403 | TX1983 | SKHG Running | 148
23163 | 23163 | RA6977 | HQC Running | 458
23168 | 23484 | PZ3265 | AEYX Running | 369
23185 | 23449 | XX5071 | OTHL Running | 56
23186 | 23599 | DO3649 | HENQ Running | 50
23193 | 23433 | NL3630 | SKHG Running | 145
23198 | 23514 | YS8954 | AEYX Running | 30
23206 | 23206 | TK6987 | NWS Running | 285
23215 | 23479 | NG2840 | OTHL Running | 84
23216 | 23629 | YL8763 | HENQ Running | 49
23218 | 23218 | QF5776 | AJN Waiting | 412
23223 | 23463 | XS5253 | SKHG Running | 3
23228 | 23544 | WD2150 | AEYX Running | 214
23245 | 23509 | YS2179 | OTHL Running | 446
23246 | 23659 | UJ3926 | HENQ Running | 107
23247 | 23247 | IH3117 | ION Waiting | 255
23252 | 23539 | SI5870 | OTHL Running | 78
23253 | 23466 | SO7413 | SKHG Running | 151
23258 | 23574 | NI1688 | AEYX Running | 380
23262 | 23262 | IY5923 | KGZ Running | 302
23271 | 23271 | YB4870 | LZY Waiting | 124
23275 | 23569 | NT3542 | OTHL Running | 86
23276 | 23689 | OP8529 | HENQ Running | 2
23283 | 23496 | QQ9383 | SKHG Running | 315
23284 | 23284 | HS5200 | VGQ Waiting | 427
23288 | 23604 | IL5709 | AEYX Running | 26
23300 | 23300 | OB2611 | TYV Waiting | 217
23305 | 23305 | VU8899 | LIW Waiting | 205
23305 | 23599 | CD4515 | OTHL Running | 1
23306 | 23691 | KU1575 | HENQ Running | 273
23313 | 23526 | RF5128 | SKHG Running | 201
23318 | 23630 | HB1600 | AEYX Running | 4
23335 | 23600 | HO6322 | OTHL Running | 127
23336 | 23721 | JB8568 | HENQ Running | 17
23337 | 23337 | HT2553 | LZY Running | 51
23343 | 23556 | ST1210 | SKHG Running | 219
23348 | 23634 | HF7943 | AEYX Running | 293
23349 | 23586 | SN6660 | SKHG Running | 286
23365 | 23630 | UH2381 | OTHL Running | 47
23367 | 23738 | KI1087 | HENQ Running | 128
23372 | 23372 | XP1862 | MDY Waiting | 446
23373 | 23616 | PP4630 | SKHG Running | 44
23378 | 23664 | GB7708 | AEYX Running | 177
23388 | 23388 | HT2553 | LZY Waiting | 306
23389 | 23389 | GN2723 | Finished | 0
23395 | 23395 | YB4870 | LZY Running | 81
23397 | 23768 | FP4980 | HENQ Running | 97
23403 | 23646 | CE1485 | SKHG Running | 8
23408 | 23694 | FU4748 | AEYX Running | 79
23409 | 23409 | TY7283 | HENQ Waiting | 14
23419 | 23660 | KG1408 | OTHL Running | 221
23423 | 23798 | TY7283 | HENQ Running | 498
23424 | 23424 | GS3982 | Finished | 0
23433 | 23654 | TX1983 | SKHG Running | 118
23439 | 23828 | IU6288 | HENQ Running | 31
23449 | 23690 | PH3168 | OTHL Running | 67
23454 | 23724 | OT8008 | AEYX Running | 390
23463 | 23684 | NL3630 | SKHG Running | 115
23466 | 23466 | XS5253 | Finished | 0
23469 | 23858 | PE5383 | HENQ Running | 99
23476 | 23476 | YB4870 | LZY Waiting | 145
23479 | 23720 | XX5071 | OTHL Running | 26
23481 | 23746 | RS1536 | OTHL Running | 412
23484 | 23754 | WU4911 | AEYX Running | 147
23491 | 23491 | TK6987 | NWS Waiting | 436
23492 | 23492 | AJ8561 | TYV Waiting | 54
23496 | 23714 | SO7413 | SKHG Running | 121
23499 | 23888 | CE6996 | HENQ Running | 68
23502 | 23620 | IH3117 | ION Running | 75
23508 | 23508 | LJ8105 | MDY Running | 7
23509 | 23776 | NG2840 | OTHL Running | 54
23510 | 23510 | VU8899 | LIW Running | 90
23514 | 23784 | PZ3265 | AEYX Running | 339
23515 | 23744 | LJ8105 | SKHG Running | 222
23517 | 24747 | OB2611 | TYV Running | 50
23526 | 23774 | QQ9383 | SKHG Running | 285
23528 | 23528 | EY9982 | UQL Running | 361
23529 | 23918 | UC3636 | HENQ Running | 247
23539 | 23806 | YS2179 | OTHL Running | 416
23544 | 23544 | YS8954 | LER Running | 60
23546 | 24797 | AJ8561 | TYV Running | 338
23556 | 23804 | RF5128 | SKHG Running | 171
23559 | 23559 | BK7385 | KJK Running | 353
23559 | 23948 | YS3084 | HENQ Running | 223
23564 | 23564 | IY5923 | KGZ Waiting | 407
23569 | 23569 | BI8641 | Finished | 0
23569 | 23836 | SI5870 | OTHL Running | 48
23574 | 23814 | WD2150 | AEYX Running | 184
23576 | 23576 | KJ5751 | FXZ Waiting | 389
23586 | 23834 | ST1210 | SKHG Running | 189
23599 | 23978 | JB1993 | HENQ Running | 220
23599 | 23866 | NT3542 | OTHL Running | 56
23600 | 23600 | CD4515 | GAT Running | 372
23600 | 23600 | VU8899 | LIW Waiting | 331
23604 | 23604 | YS8954 | LER Waiting | 276
23604 | 23844 | NI1688 | AEYX Running | 350
23616 | 23864 | SN6660 | SKHG Running | 256
23620 | 23620 | XT7284 | ION Waiting | 405
23621 | 23621 | RA6977 | HQC Waiting | 355
23621 | 23621 | YB4870 | LZY Running | 30
23629 | 24008 | DO3649 | HENQ Running | 20
23630 | 23630 | IL5709 | AEYX Waiting | 484
23630 | 23630 | QF5776 | AJN Running | 270
23630 | 23896 | HO6322 | OTHL Running | 97
23634 | 23634 | HB1600 | VCG Running | 452
23646 | 23894 | PP4630 | SKHG Running | 14
23651 | 24028 | YB4870 | HENQ Running | 264
23654 | 23654 | CE1485 | Finished | 0
23659 | 24058 | YL8763 | HENQ Running | 19
23660 | 23926 | UH2381 | OTHL Running | 17
23664 | 23874 | HF7943 | AEYX Running | 263
23684 | 23908 | TX1983 | SKHG Running | 88
23689 | 24077 | UJ3926 | HENQ Running | 77
23690 | 23943 | KG1408 | OTHL Running | 191
23691 | 23691 | OP8529 | Finished | 0
23694 | 23694 | HT2553 | LZY Running | 433
23694 | 23904 | GB7708 | AEYX Running | 147
23695 | 24107 | IH3117 | HENQ Running | 471
23711 | 23711 | HS5200 | VGQ Running | 260
23714 | 23938 | NL3630 | SKHG Running | 85
23720 | 23973 | PH3168 | OTHL Running | 37
23721 | 24137 | KU1575 | HENQ Running | 243
23724 | 23934 | FU4748 | AEYX Running | 49
23738 | 23738 | JB8568 | NOO Running | 159
23744 | 23968 | SO7413 | SKHG Running | 91
23746 | 23972 | XX5071 | GAT Running | 333
23754 | 23964 | OT8008 | AEYX Running | 360
23768 | 24167 | KI1087 | HENQ Running | 98
23774 | 23998 | LJ8105 | SKHG Running | 192
23776 | 24003 | RS1536 | OTHL Running | 382
23784 | 23994 | WU4911 | AEYX Running | 117
23798 | 24197 | FP4980 | HENQ Running | 67
23804 | 24028 | QQ9383 | SKHG Running | 255
23806 | 24033 | NG2840 | OTHL Running | 24
23814 | 24024 | PZ3265 | AEYX Running | 309
23818 | 23818 | XP1862 | MDY Running | 319
23828 | 24227 | TY7283 | HENQ Running | 468
23834 | 24058 | RF5128 | SKHG Running | 141
23836 | 23836 | LK1459 | TYV Waiting | 141
23836 | 24057 | YS2179 | OTHL Running | 386
23844 | 24054 | WD2150 | AEYX Running | 154
23858 | 24257 | IU6288 | HENQ Running | 1
23864 | 24088 | ST1210 | SKHG Running | 159
23866 | 24087 | SI5870 | OTHL Running | 18
23874 | 24084 | NI1688 | AEYX Running | 320
23880 | 23880 | YS8954 | LER Running | 46
23888 | 24258 | PE5383 | HENQ Running | 69
23889 | 24288 | EY9982 | HENQ Running | 92
23894 | 24118 | SN6660 | SKHG Running | 226
23896 | 24105 | NT3542 | OTHL Running | 26
23897 | 23897 | JB8568 | NOO Waiting | 20
23900 | 23900 | QF5776 | AJN Waiting | 248
23904 | 24114 | HF7943 | AEYX Running | 233
23908 | 23908 | PP4630 | KGZ Running | 112
23912 | 23912 | BK7385 | KJK Waiting | 467
23917 | 23917 | JB8568 | NOO Running | 193
23918 | 24318 | CE6996 | HENQ Running | 38
23926 | 23926 | YS8954 | LER Waiting | 461
23926 | 24131 | HO6322 | OTHL Running | 67
23927 | 23927 | TK6987 | NWS Running | 483
23931 | 23931 | VU8899 | LIW Running | 66
23934 | 24144 | GB7708 | AEYX Running | 117
23938 | 24148 | TX1983 | SKHG Running | 58
23943 | 23943 | UH2381 | Finished | 0
23948 | 24348 | UC3636 | HENQ Running | 217
23964 | 24174 | FU4748 | AEYX Running | 19
23965 | 23965 | KJ5751 | FXZ Running | 16
23968 | 24178 | NL3630 | SKHG Running | 55
23971 | 23971 | HS5200 | VGQ Waiting | 342
23971 | 24020 | IY5923 | KGZ Running | 73
23972 | 23972 | CD4515 | GAT Waiting | 13
23973 | 24161 | KG1408 | OTHL Running | 161
23976 | 23976 | RA6977 | HQC Running | 415
23977 | 25135 | LK1459 | TYV Running | 279
23978 | 24378 | YS3084 | HENQ Running | 193
23981 | 23981 | KJ5751 | FXZ Waiting | 67
23985 | 24305 | CD4515 | GAT Running | 237
23994 | 24193 | OT8008 | AEYX Running | 330
23997 | 23997 | VU8899 | LIW Waiting | 382
23998 | 24208 | SO7413 | SKHG Running | 61
24003 | 24191 | PH3168 | OTHL Running | 7
24008 | 24408 | JB1993 | HENQ Running | 190
24020 | 24020 | PP4630 | KGZ Waiting | 18
24024 | 24223 | WU4911 | AEYX Running | 87
24025 | 24025 | XT7284 | ION Running | 36
24028 | 24028 | DO3649 | HENQ Waiting | 325
24028 | 24238 | LJ8105 | SKHG Running | 162
24033 | 24198 | RS1536 | OTHL Running | 352
24038 | 24093 | PP4630 | KGZ Running | 247
24048 | 24048 | KJ5751 | FXZ Running | 17
24054 | 24253 | PZ3265 | AEYX Running | 279
24057 | 24057 | NG2840 | Finished | 0
24058 | 24268 | QQ9383 | SKHG Running | 225
24058 | 24438 | YB4870 | HENQ Running | 234
24061 | 24061 | XT7284 | ION Waiting | 474
24063 | 24063 | WQ4618 | TYV Waiting | 496
24065 | 24065 | KJ5751 | FXZ Waiting | 82
24077 | 24077 | YL8763 | HENQ Waiting | 137
24084 | 24283 | WD2150 | AEYX Running | 124
24086 | 24086 | HB1600 | VCG Waiting | 386
24087 | 24228 | YS2179 | OTHL Running | 356
24088 | 24298 | RF5128 | SKHG Running | 111
24093 | 24328 | IY5923 | SKHG Running | 363
24105 | 24105 | SI5870 | Finished | 0
24107 | 24468 | UJ3926 | HENQ Running | 47
24110 | 24110 | JB8568 | NOO Waiting | 69
24114 | 24313 | IL5709 | AEYX Running | 87
24114 | 24343 | NI1688 | AEYX Running | 290
24118 | 24358 | ST1210 | SKHG Running | 129
24127 | 24127 | HT2553 | LZY Waiting | 175
24131 | 24131 | NT3542 | OGD Running | 217
24137 | 24388 | XP1862 | SKHG Running | 144
24137 | 24498 | IH3117 | HENQ Running | 441
24144 | 24373 | HF7943 | AEYX Running | 203
24147 | 24147 | KJ5751 | FXZ Running | 86
24148 | 24148 | QF5776 | AJN Running | 366
24148 | 24418 | SN6660 | SKHG Running | 196
24161 | 24258 | HO6322 | OTHL Running | 37
24167 | 24528 | KU1575 | HENQ Running | 213
24174 | 24403 | GB7708 | AEYX Running | 87
24178 | 24448 | TX1983 | SKHG Running | 28
24179 | 24179 | JB8568 | NOO Running | 244
24191 | 24288 | KG1408 | OTHL Running | 131
24193 | 24193 | FU4748 | KJK Running | 251
24197 | 24558 | KI1087 | HENQ Running | 68
24198 | 24198 | PH3168 | Finished | 0
24208 | 24476 | NL3630 | SKHG Running | 25
24214 | 24588 | YL8763 | HENQ Running | 346
24223 | 24433 | OT8008 | AEYX Running | 300
24227 | 24618 | FP4980 | HENQ Running | 37
24228 | 24318 | RS1536 | OTHL Running | 322
24233 | 24501 | KJ5751 | SKHG Running | 68
24238 | 24531 | SO7413 | SKHG Running | 31
24253 | 24463 | WU4911 | AEYX Running | 57
24257 | 24648 | TY7283 | HENQ Running | 438
24258 | 24258 | IU6288 | GKS Running | 28
24258 | 24348 | YS2179 | OTHL Running | 326
24268 | 24561 | LJ8105 | SKHG Running | 132
24283 | 24493 | PZ3265 | AEYX Running | 249
24286 | 24286 | IU6288 | GKS Waiting | 242
24288 | 24378 | HO6322 | OTHL Running | 7
24288 | 24678 | PE5383 | HENQ Running | 39
24291 | 24291 | MA7428 | TYV Waiting | 31
24298 | 24591 | QQ9383 | SKHG Running | 195
24302 | 24302 | HT2553 | LZY Running | 190
24305 | 24305 | XX5071 | GAT Waiting | 103
24313 | 24313 | HS5200 | VGQ Running | 125
24313 | 24523 | WD2150 | AEYX Running | 94
24318 | 24708 | EY9982 | HENQ Running | 62
24318 | 24385 | KG1408 | OTHL Running | 101
24322 | 25414 | MA7428 | TYV Running | 242
24328 | 24621 | RF5128 | SKHG Running | 81
24340 | 24340 | PP4630 | KGZ Waiting | 243
24343 | 24553 | IL5709 | AEYX Running | 57
24348 | 24348 | NT3542 | OGD Waiting | 10
24348 | 24738 | CE6996 | HENQ Running | 8
24348 | 24415 | RS1536 | OTHL Running | 292
24353 | 24746 | DO3649 | HENQ Running | 385
24358 | 24358 | NT3542 | OGD Running | 4
24358 | 24651 | IY5923 | SKHG Running | 333
24362 | 24362 | NT3542 | OGD Waiting | 252
24373 | 24583 | NI1688 | AEYX Running | 260
24378 | 24776 | UC3636 | HENQ Running | 187
24378 | 24445 | YS2179 | OTHL Running | 296
24379 | 24444 | BK7385 | KJK Running | 84
24379 | 24379 | VU8899 | LIW Running | 36
24385 | 24385 | HO6322 | Finished | 0
24387 | 24387 | YS8954 | LER Running | 222
24388 | 24681 | ST1210 | SKHG Running | 99
24391 | 24391 | RA6977 | HQC Waiting | 485
24403 | 24613 | HF7943 | AEYX Running | 173
24408 | 24542 | XX5071 | GAT Running | 151
24408 | 24806 | YS3084 | HENQ Running | 163
24410 | 24711 | TK6987 | SKHG Running | 147
24415 | 24836 | VU8899 | HENQ Running | 299
24415 | 24475 | KG1408 | OTHL Running | 71
24418 | 24741 | XP1862 | SKHG Running | 114
24423 | 24423 | JB8568 | NOO Waiting | 200
24433 | 24643 | GB7708 | AEYX Running | 57
24438 | 24438 | HS5200 | VGQ Waiting | 322
24438 | 24866 | JB1993 | HENQ Running | 160
24444 | 24444 | FU4748 | KJK Waiting | 255
24445 | 24505 | RS1536 | OTHL Running | 262
24448 | 24771 | SN6660 | SKHG Running | 166
24463 | 24673 | OT8008 | AEYX Running | 270
24468 | 24896 | YB4870 | HENQ Running | 204
24472 | 24472 | HB1600 | VCG Running | 233
24475 | 24535 | YS2179 | OTHL Running | 266
24476 | 24476 | TX1983 | Finished | 0
24492 | 24492 | HT2553 | LZY Waiting | 482
24493 | 24703 | WU4911 | AEYX Running | 27
24498 | 24926 | UJ3926 | HENQ Running | 17
24501 | 24501 | NL3630 | Finished | 0
24505 | 24565 | KG1408 | OTHL Running | 41
24514 | 24514 | QF5776 | AJN Waiting | 23
24523 | 24730 | PZ3265 | AEYX Running | 219
24528 | 24760 | BK7385 | AEYX Running | 437
24528 | 24528 | IU6288 | GKS Running | 406
24528 | 24943 | IH3117 | HENQ Running | 411
24531 | 24801 | KJ5751 | SKHG Running | 38
24535 | 24535 | XT7284 | ION Running | 446
24535 | 24595 | RS1536 | OTHL Running | 232
24537 | 24537 | QF5776 | AJN Running | 339
24542 | 24542 | CD4515 | GAT Waiting | 400
24553 | 24790 | WD2150 | AEYX Running | 64
24558 | 24973 | KU1575 | HENQ Running | 183
24559 | 25656 | WQ4618 | TYV Running | 436
24561 | 24831 | SO7413 | SKHG Running | 1
24565 | 24625 | YS2179 | OTHL Running | 236
24583 | 24583 | PP4630 | KGZ Running | 265
24583 | 24820 | IL5709 | AEYX Running | 27
24588 | 25003 | KI1087 | HENQ Running | 38
24591 | 24832 | LJ8105 | SKHG Running | 102
24595 | 24655 | KG1408 | OTHL Running | 11
24609 | 24609 | YS8954 | LER Waiting | 490
24613 | 24847 | NI1688 | AEYX Running | 230
24614 | 24614 | NT3542 | OGD Running | 163
24618 | 25033 | YL8763 | HENQ Running | 316
24621 | 24862 | QQ9383 | SKHG Running | 165
24623 | 24623 | JB8568 | NOO Running | 273
24625 | 24666 | RS1536 | OTHL Running | 202
24643 | 24877 | HF7943 | AEYX Running | 143
24648 | 25063 | FP4980 | HENQ Running | 7
24651 | 24892 | RF5128 | SKHG Running | 51
24655 | 24696 | YS2179 | OTHL Running | 206
24666 | 24666 | KG1408 | Finished | 0
24673 | 24907 | GB7708 | AEYX Running | 27
24678 | 25070 | TY7283 | HENQ Running | 408
24681 | 24922 | IY5923 | SKHG Running | 303
24693 | 24693 | XX5071 | GAT Waiting | 38
24696 | 24726 | RS1536 | OTHL Running | 172
24699 | 24699 | FU4748 | KJK Running | 201
24703 | 24934 | OT8008 | AEYX Running | 240
24705 | 24705 | HB1600 | VCG Waiting | 282
24708 | 25100 | PE5383 | HENQ Running | 9
24711 | 24952 | ST1210 | SKHG Running | 69
24726 | 24756 | YS2179 | OTHL Running | 176
24730 | 24730 | WU4911 | Finished | 0
24731 | 24731 | XX5071 | GAT Running | 255
24738 | 25109 | EY9982 | HENQ Running | 32
24741 | 24982 | TK6987 | SKHG Running | 117
24746 | 24746 | CE6996 | LZY Running | 392
24747 | 24747 | XZ1011 | TYV Waiting | 259
24756 | 24786 | RS1536 | OTHL Running | 142
24760 | 24760 | HS5200 | VGQ Running | 13
24760 | 24964 | PZ3265 | AEYX Running | 189
24771 | 25012 | XP1862 | SKHG Running | 84
24773 | 24816 | HS5200 | OTHL Running | 372
24776 | 25139 | DO3649 | HENQ Running | 355
24777 | 24777 | NT3542 | OGD Waiting | 213
24786 | 24846 | YS2179 | OTHL Running | 146
24790 | 24994 | BK7385 | AEYX Running | 407
24797 | 24797 | OB2611 | TYV Waiting | 382
24801 | 25042 | SN6660 | SKHG Running | 136
24806 | 25169 | UC3636 | HENQ Running | 157
24816 | 24876 | RS1536 | OTHL Running | 112
24820 | 25024 | WD2150 | AEYX Running | 34
24831 | 25072 | KJ5751 | SKHG Running | 8
24832 | 24832 | SO7413 | Finished | 0
24836 | 25199 | YS3084 | HENQ Running | 133
24846 | 24906 | HS5200 | OTHL Running | 342
24847 | 24900 | IL5709 | KJK Running | 322
24848 | 24848 | PP4630 | KGZ Waiting | 423
24862 | 25080 | LJ8105 | SKHG Running | 72
24866 | 25229 | VU8899 | HENQ Running | 269
24876 | 25110 | QF5776 | SKHG Running | 71
24876 | 24876 | RA6977 | HQC Running | 489
24876 | 24936 | YS2179 | OTHL Running | 116
24877 | 25054 | NI1688 | AEYX Running | 200
24892 | 25140 | QQ9383 | SKHG Running | 135
24896 | 25259 | JB8568 | HENQ Running | 194
24896 | 25289 | JB1993 | HENQ Running | 130
24900 | 24900 | FU4748 | KJK Waiting | 205
24906 | 24966 | RS1536 | OTHL Running | 82
24907 | 25084 | HF7943 | AEYX Running | 113
24922 | 25170 | RF5128 | SKHG Running | 21
24926 | 25319 | YB4870 | HENQ Running | 174
24934 | 26092 | GB7708 | TYV Running | 345
24934 | 24934 | IU6288 | GKS Waiting | 236
24936 | 24996 | HS5200 | OTHL Running | 312
24942 | 24986 | CD4515 | GAT Running | 346
24943 | 24943 | UJ3926 | Finished | 0
24952 | 25191 | IY5923 | SKHG Running | 273
24964 | 25114 | OT8008 | AEYX Running | 210
24966 | 25026 | YS2179 | OTHL Running | 86
24973 | 25349 | IH3117 | HENQ Running | 381
24974 | 25138 | HT2553 | LZY Running | 436
24981 | 24981 | XT7284 | ION Waiting | 168
24982 | 25221 | ST1210 | SKHG Running | 39
24986 | 24986 | XX5071 | GAT Waiting | 33
24987 | 24987 | HB1600 | VCG Running | 234
24990 | 24990 | NT3542 | OGD Running | 60
24994 | 25144 | PZ3265 | AEYX Running | 159
24996 | 25056 | RS1536 | OTHL Running | 52
25003 | 25379 | KU1575 | HENQ Running | 153
25006 | 26437 | XZ1011 | TYV Running | 17
25012 | 25251 | TK6987 | SKHG Running | 87
25019 | 25332 | XX5071 | GAT Running | 312
25024 | 25174 | BK7385 | AEYX Running | 377
25026 | 25086 | HS5200 | OTHL Running | 282
25033 | 25409 | KI1087 | HENQ Running | 8
25042 | 25281 | XP1862 | SKHG Running | 54
25050 | 25116 | NT3542 | OTHL Running | 133
25054 | 25204 | WD2150 | AEYX Running | 4
25056 | 25146 | YS2179 | OTHL Running | 56
25063 | 25417 | YL8763 | HENQ Running | 286
25070 | 25070 | FP4980 | LIW Running | 149
25072 | 25311 | SN6660 | SKHG Running | 106
25080 | 25080 | KJ5751 | Finished | 0
25084 | 25208 | NI1688 | AEYX Running | 170
25086 | 25176 | RS1536 | OTHL Running | 22
25099 | 25099 | YS8954 | LER Running | 119
25100 | 25447 | TY7283 | HENQ Running | 378
25105 | 25222 | FU4748 | KJK Running | 230
25109 | 25109 | PE5383 | HENQ Waiting | 462
25110 | 25341 | LJ8105 | SKHG Running | 42
25114 | 25238 | HF7943 | AEYX Running | 83
25116 | 25198 | HS5200 | OTHL Running | 252
25135 | 25268 | AJ8561 | AEYX Running | 124
25138 | 25138 | CE6996 | LZY Waiting | 15
25139 | 25477 | EY9982 | HENQ Running | 2
25140 | 25371 | QF5776 | SKHG Running | 41
25144 | 25298 | OT8008 | AEYX Running | 180
25146 | 25228 | NT3542 | OTHL Running | 103
25149 | 25149 | XT7284 | ION Running | 483
25153 | 25574 | CE6996 | LZY Running | 359
25169 | 25479 | DO3649 | HENQ Running | 325
25170 | 25170 | IU6288 | GKS Running | 360
25170 | 25401 | QQ9383 | SKHG Running | 105
25174 | 25328 | PZ3265 | AEYX Running | 129
25176 | 25258 | YS2179 | OTHL Running | 26
25179 | 26454 | OB2611 | TYV Running | 427
25191 | 25191 | RF5128 | Finished | 0
25198 | 25198 | RS1536 | Finished | 0
25199 | 25509 | UC3636 | HENQ Running | 127
25204 | 25358 | BK7385 | AEYX Running | 347
25208 | 25452 | WD2150 | KJK Running | 359
25218 | 25388 | YS8954 | AEYX Running | 394
25219 | 25219 | FP4980 | LIW Waiting | 287
25221 | 25221 | HB1600 | VCG Waiting | 260
25221 | 25431 | IY5923 | SKHG Running | 243
25222 | 25222 | IL5709 | KJK Waiting | 292
25228 | 25284 | HS5200 | OTHL Running | 222
25229 | 25539 | YS3084 | HENQ Running | 103
25238 | 25418 | NI1688 | AEYX Running | 140
25251 | 25461 | ST1210 | SKHG Running | 9
25258 | 25314 | NT3542 | OTHL Running | 73
25259 | 25569 | VU8899 | HENQ Running | 239
25268 | 25448 | HF7943 | AEYX Running | 53
25271 | 25271 | PP4630 | KGZ Running | 193
25281 | 25470 | TK6987 | SKHG Running | 57
25284 | 25284 | YS2179 | Finished | 0
25289 | 25599 | JB8568 | HENQ Running | 164
25298 | 25478 | AJ8561 | AEYX Running | 94
25311 | 25500 | XP1862 | SKHG Running | 24
25314 | 25344 | HS5200 | OTHL Running | 192
25319 | 25629 | JB1993 | HENQ Running | 100
25328 | 25508 | OT8008 | AEYX Running | 150
25332 | 25332 | CD4515 | GAT Waiting | 128
25341 | 25524 | SN6660 | SKHG Running | 76
25344 | 25374 | NT3542 | OTHL Running | 43
